0,12,55,155,250,1.3,10.5,5,2,0,4.5,15,3,0,0,132.9,26,3,3870,9,480,12,3,11,5,1,1,7,29,6,4,2,3,67.8,64,5,3,2000,125,1
0,1,55,132,300,1.3,10.6,5,0.3,1,4,30,2,6,0,124.5,26,5,4059,9,720,15,3,11,5,1,1,7,11,6,4,4,6,64,32,5,3,2000,165,1
0,9,55,142,329,1.5,8.5,5,2,3,5,30,2,20,0,145.5,4,3,4777,10,1080,4,3,1,5.04,2,1,7,27,6,4,9,6,72,32,6,3,2500,164,0
0,8,55,152,385,1.3,8,5,2,3,5,15,3,0,0,147.5,26,3,5799,19,720,17,3,2,5,1,1,7,4,6,4,1,3,75.1,32,6,3,3000,165,1
1,1,55,234,385,1.3,7.9,5,1.92,3,5,15,3,0,0,179,18,3,5990,11,720,17,3,1,5,1,1,7,4,6,4,1,6,91,32,6,3,3000,165,0
0,14,55,179,280,1.3,7.9,5,5,3,5.5,30,3,6,0,150,5,3,5999,22,720,0,0,2,8,1,1,7,4,6,4,7,3,71,32,6,3,2900,165,0
1,1,56,124,230,1.3,8.8,5,2,3,4,30,3,0,0,123,26,3,5999,11,1080,16,3,2,5,1,512,5,30,0,4,4,3,62.5,128,2,3,1700,163,1
0,8,41,154,182,1,8.1,5,2,3,5,30,5,0,0,132,26,3,6599,7,720,4,3,2,8,0,2,2,4,6,4,9,3,78,32,6,3,2000,92,1
1,8,41,214,182,1,8.2,5,2,3,5,30,3,39,0,172,18,3,6599,6,720,14,3,2,8,1,2,2,4,6,4,9,6,80,32,6,7,2000,92,1
0,1,55,155,435,1.3,11.6,5,2,3,5,15,2,5,0,142.1,5,3,6649,9,720,4,1,2,8,1,2,7,4,6,4,9,6,72.4,32,5,3,3000,125,1
0,1,55,169,514,1.3,7.9,2,2,3,5,30,3,5,0,152,26,3,6749,14,720,4,1,2,8,2,2,7,4,6,4,9,3,75,32,5,4,4000,126,1
0,10,55,137,300,1.3,7.9,5,5,3,5,30,2,42,1,141.6,18,3,6990,15,720,3,3,7,8,1,1,7,2,6,3,9,6,70,128,0,3,2600,166,0
0,1,50,135,280,1.4,8,7,5,3,5.3,30,3,10,0,148,26,3,6999,8,1080,4,3,2,13,1,1,7,20,4,4,8,2,74,32,4,3,2500,79,1
0,11,43,133,198,1.2,9,5,2,3,4.7,30,2,139,0,134,5,3,6999,7,1080,14,3,2,8,2,2,2,6,6,4,11,6,67,32,4,8,2200,94,1
0,8,41,142,200,1.3,8.9,5,5,3,5,30,3,94,0,140.8,21,3,6999,10,1080,4,1,2,13,1,3,2,18,6,6,9,6,70.4,32,6,3,2500,92,1
1,10,41,131,680,1.3,8.7,5,5,3,5,30,1,10,0,140.1,1,11,6999,23,1080,14,1,1,13,1,2,2,30,6,2,9,3,68.9,256,6,3,2500,92,1
1,10,47,152,576,1.2,8.6,5,5,3,5,30,3,28,3,144,26,3,7340,26,480,4,3,2,8,1,1,7,7,6,4,9,3,73.7,128,13,3,2200,132,1
0,10,43,128,264,1.2,8.2,5,2,3,5,30,2,126,0,141,26,3,7499,13,720,4,3,1,8,2,2,2,11,6,4,9,6,70,32,4,3,2300,94,1
0,10,41,130,180,1.3,8.4,5,2,3,4.5,30,3,0,0,69,18,3,7590,11,1080,4,3,7,5,1,1,7,2,6,6,5,6,136.5,128,6,7,2000,100,1
0,10,43,143,160,1.2,8.2,5,5,3,5,30,3,142,0,142.4,6,3,7790,7,1080,4,3,2,8,1,2,2,17,6,6,9,3,73,32,5,3,2230,94,1
0,1,55,152,450,1.2,9.4,2,5,3,5,30,2,0,0,143,5,3,7899,14,1080,4,1,2,8,1,2,7,4,6,4,9,6,71.8,32,6,3,4000,94,1
0,10,34,140,264,1.5,8,5,5,3,5.5,30,5,184,0,152.6,26,3,7914,39,1080,4,3,2,8,2,2,7,11,4,4,7,3,76.2,32,5,3,2900,16,1
2,1,38,125,354,1.3,7.6,5,5,3,5,30,5,10,0,144.6,14,11,7999,12,1080,9,1,2,13,2,3,4,27,4,2,23,6,72,128,6,5,2400,19,0
3,1,43,97,345,1.2,5.1,5,5,3,4.8,30,3,0,0,141.9,5,9,8490,8,1080,14,1,0,8,2,2,2,4,6,2,10,2,68.1,0,5,3,2000,94,1
0,10,29,150,322,1.5,8.2,5,5,3,5,30,3,113,0,142,2,12,8499,15,1080,9,3,2,13,2,2,2,11,4,6,23,6,71,32,6,4,2750,21,1
0,8,43,202,914,1.2,10.6,2,5,3,5.5,30,4,34,0,156,18,3,8999,38,1080,4,1,2,13,2,2,2,16,6,6,7,6,77.5,64,5,4,5000,94,1
0,8,43,170,456,1.2,10.8,2,5,3,5.5,30,2,189,0,152.5,7,3,8999,21,1080,9,3,2,13,2,2,2,16,6,4,7,6,77.2,128,5,3,3000,94,1
0,8,38,155,350,1.3,9.3,5,5,3,5.5,30,3,122,0,151,18,3,8999,38,1080,4,1,2,13,1,2,2,18,4,6,7,6,77,64,6,4,3000,19,1
0,1,44,160,617,1.7,9.6,5,5,3,5,30,3,0,0,150.1,26,12,9399,12,1080,4,3,9,8,2,1,7,5,4,4,9,3,72.7,32,5,3,2100,79,1
0,10,43,185,775,1.2,9.4,5,5,3,5.5,30,2,87,0,154,26,3,9499,38,1080,4,3,2,13,2,2,2,6,6,4,7,6,78.7,32,4,3,3100,94,1
0,8,55,141,218,1.2,7.6,5,8,3,5,30,2,9,0,142.7,26,10,9700,16,1080,18,1,11,8,3,1,2,10,6,4,3,6,71.7,128,1,3,2420,94,1
0,8,34,150,270,1.7,8,2,5,3,5.5,30,2,0,0,152.6,19,3,9715,30,1080,1,3,1,13,1,2,2,11,4,4,16,6,76.2,32,5,3,2900,16,1
0,8,43,155,250,1.4,11.6,2,5,3,5,30,2,760,0,142.1,5,3,9999,22,1080,4,1,2,13,1,2,2,3,6,4,9,7,72.4,32,6,3,2470,94,1
0,10,28,164,264,1.4,8.7,2,5,3,5.5,30,2,420,0,150,26,3,9999,20,1080,9,1,2,16,2,2,4,6,2,1,16,6,76,0,6,3,4050,12,1
0,10,28,164,265,1.4,8.7,2,5,3,5.5,30,2,420,0,150,18,3,9999,20,1080,9,1,2,16,2,2,4,6,2,3,16,6,76,0,6,3,4050,12,1
0,8,34,150,750,1.7,8,2,5,3,5.5,30,3,608,0,152.6,26,3,9999,36,1080,9,3,2,13,1,2,2,11,4,6,16,6,76.2,32,5,4,3000,90,1
0,10,34,138,521,1.7,8.2,5,5,3,5,30,3,20,0,146.9,26,9,9999,23,1080,4,3,2,13,2,1,7,5,4,4,9,6,70.9,32,4,3,2000,16,1
1,10,38,149,360,1.3,8.7,2,5,3,5.5,30,1,0,0,150.9,1,11,9999,20,1080,9,1,2,13,6,2,4,30,4,4,18,3,75.2,128,5,3,3100,19,1
2,0,27,128,490,1.7,8.8,5,5,3,5,30,3,0,0,140.8,18,11,9999,12,720,5,2,2,13,6,3,2,4,9,4,9,3,70.4,32,6,3,2100,19,0
0,4,41,172,350,1.2,8.2,5,5,3,5.5,30,5,0,0,151.8,18,3,10190,21,1080,4,3,12,13,1,2,7,2,6,6,7,6,77.5,128,6,3,3000,94,1
0,1,38,143,275,1.3,8.5,5,5,3,5.2,30,3,21,0,148,18,3,10899,10,1080,9,1,2,13,2,3,2,4,4,5,20,6,73.6,0,6,3,2900,90,1
0,8,28,169,496,2.2,7.5,5,5,3,5.5,30,1,26,0,151.1,17,2,10999,20,2160,9,1,2,13,2,3,4,19,4,1,9,6,74.2,0,8,1,3000,14,1
0,8,34,149,696,1.7,8.9,5,5,3,5,30,3,43,0,142,26,3,11090,46,1080,4,1,2,13,2,2,2,11,4,4,9,3,71.8,32,4,4,4000,16,1
0,8,41,153.2,261,1.3,8.3,2,8,3,5.5,30,3,0,0,151.9,5,3,11299,28,1080,0,3,2,13,2,3,2,14,6,4,7,3,76.7,32,6,3,3000,92,1
0,8,29,130,384,1.7,7.8,2,5,3,5,30,3,385,0,138.1,13,0,11999,35,1080,1,1,2,13,1,2,2,6,4,2,23,6,69.6,0,5,3,3120,22,1
0,10,38,160,265,1.3,9.2,2,5,3,5.5,30,2,1016,0,153.6,18,3,11999,22,1080,9,1,2,13,2,3,2,11,2,3,17,6,76.5,128,6,3,3300,12,1
0,10,29,155,342,1.5,11.6,2,5,3,5,30,3,0,0,142.1,5,0,12499,28,1080,4,1,12,13,1,2,2,3,4,4,34,5,72.4,32,6,2,2470,22,1
0,13,34,138,761,1.7,8.2,5,5,3,5,30,4,2,0,146.9,18,11,13349,30,1080,3,1,2,13,1,2,2,5,4,3,9,6,70.9,32,4,3,2000,16,1
0,3,41,148,566,1,9.3,5,5,3,5,30,2,0,0,141,5,3,13349,16,720,4,1,2,8,2,2,2,11,6,3,9,6,71.8,32,6,3,4000,92,1
0,8,29,155,620,1.5,9.8,2,5,3,5.5,30,3,671,0,153,5,3,13499,24,1080,9,4,1,16,2,3,3,3,9,4,16,3,76.6,128,9,3,3000,72,1
0,7,29,171,354,1.6,7.5,5,5,3,5.5,30,2,73,0,152.4,26,3,13990,23,1080,4,3,7,13,1,2,0,2,4,3,16,6,78.6,128,6,3,3000,72,1
0,8,28,150,337,2,8.7,5,5,3,5.5,30,2,25,0,156.8,5,4,13999,9,1080,9,1,2,13,1,4,2,4,4,3,16,6,78.1,64,6,3,3000,14,1
0,10,30,170,354,1.6,7.8,2,5,3,5.5,30,2,301,0,151.7,18,3,14249,23,1080,9,3,7,13,1,3,2,2,4,3,16,6,76,128,9,3,3300,72,1
0,9,43,141,345,1.2,7.3,6,5,4,5.5,30,5,0,0,151.3,7,11,14300,18,1080,4,4,7,13,1,2,2,2,11,4,7,3,77.2,64,4,3,2950,94,0
0,1,44,154.5,560,1.7,7.7,5,8,3,5.5,30,2,12,0,157.7,26,9,14614,12,1080,4,1,2,13,2,1,2,5,4,4,7,6,78.7,32,4,3,2600,79,1
1,1,44,171.8,1093,1.4,7.7,5,1.1,3,6,30,3,24,0,165.2,26,3,14880,30,1080,4,1,11,13,1,1,7,8,6,4,6,6,83.8,32,3,3,3000,129,1
1,10,29,229,480,1.5,7.6,4,5,3,6.8,30,3,0,0,186.6,18,3,14990,24,1080,1,1,1,13,2,2,4,11,4,4,12,6,96.6,64,5,3,3500,22,1
0,10,16,160,200,2.3,6.9,5,8,3,5,30,3,175,0,140,5,9,14999,24,1080,9,1,0,13,2,3,2,12,6,1,23,6,69,0,6,4,2525,15,1
3,6,16,149,280,2.5,8.9,5,8,3,5,30,2,33,0,139.2,26,3,14999,18,2160,1,1,2,13,1,3,2,6,6,2,23,6,68.5,0,4,3,3080,15,1
3,3,16,144,250,2.5,10,2,13,3,5.2,30,4,188,0,140.8,5,11,14999,24,2160,9,1,5,13,1,2,2,3,6,1,20,4,72.4,0,4,3,2300,15,1
2,10,16,175,840,2.5,8.9,3,8,3,5.5,30,1,6,0,155.7,15,11,15689,48,1080,9,1,4,13,2,3,6,11,6,0,16,3,77.3,0,6,14,4100,15,0
0,8,29,134,380,1.7,7.3,5,8,3,5,30,1,0,0,143.5,8,2,15950,20,1080,9,1,2,13,1,3,2,10,4,3,9,6,71,128,6,3,2500,21,1
0,7,30,170,354,1.6,7.8,5,5,3,5.5,30,3,301,0,151.7,26,3,15990,23,1080,0,3,7,13,1,3,2,2,4,4,7,6,76,32,9,3,3300,72,1
0,13,29,189,600,1.5,9.9,2,5,3,5.5,30,2,137,0,152.9,5,11,15999,44,1080,9,1,2,13,2,2,4,11,4,3,16,6,75.6,128,6,3,5000,22,1
3,10,15,130,370,1.6,7.9,5,2,3,5,30,1,347,0,136.6,5,3,16999,17,1080,9,3,7,13,1,2,2,2,4,4,23,3,69.8,64,2,10,2600,20,1
0,10,29,145,456,1.7,7.3,2,8,3,5,30,2,22,0,142,5,3,17810,21,1080,1,1,2,16,2,3,4,11,4,4,23,6,70,128,5,3,3000,22,1
0,8,29,169,330,1.7,10.9,2,5,3,5.5,30,2,48,0,148,5,11,18499,18,1080,9,1,2,21,1,2,4,3,6,4,16,7,75,128,6,3,3630,22,1
1,8,29,135,488,1.5,7.3,5,5,3,5,30,3,0,0,145.5,21,9,18798,13,1080,6,1,2,13,1,2,2,8,6,4,9,0,72.6,128,5,3,2400,22,1
0,10,34,147,682,1.7,7.9,5,5,3,5.5,30,3,0,0,150.3,20,9,19000,11,1080,1,1,3,13,1,2,2,8,4,4,0,3,77.4,128,5,7,2600,16,1
0,8,38,150,420,1.5,8,5,4,3,5.5,30,3,18,0,157.7,26,9,19490,12,1080,9,1,2,13,2,2,2,5,4,4,16,3,78.9,2048,6,3,2800,19,1
0,10,34,165,170,1.5,7.6,5,4,3,5.5,30,1,13,0,157.7,26,9,19890,7,1080,4,3,2,13,6,2,2,5,4,4,7,3,79.7,128,5,3,2600,16,1
3,8,16,162,360,2.5,8.9,2,5,3,5.5,30,4,22,0,152.9,5,3,19999,38,2160,9,1,2,13,2,3,6,12,6,1,16,6,75.9,0,4,4,3100,15,1
3,10,17,112,250,1.3,7.6,2,1.2,3,4,30,1,1304,2,123.8,12,11,20397,10,1080,2,1,2,8,2,1,2,1,0,1,13,6,58.6,0,11,13,1560,13,1
0,8,29,183,687,1.7,8,5,4,3,5.5,30,2,131,0,158,26,11,21300,19,1080,9,1,9,13,2,2,2,5,4,4,16,6,77.5,128,5,3,2600,22,1
3,10,16,145,390,1.9,8.1,5,2,3,5.1,30,1,22,0,142,5,9,21999,21,2160,1,3,7,16,1,2,2,2,6,4,22,7,72.5,128,4,9,2800,15,0
0,8,34,187,635,1.7,8.2,5,13,3,6,30,3,26,0,164.2,20,9,21999,13,1080,1,1,2,13,1,2,2,8,4,4,14,3,79.6,200,5,3,2930,16,1
0,8,9,175,360,1.8,9.9,2,5,3,5.5,30,4,100,0,151.8,5,9,22999,38,2160,9,1,2,13,2,4,6,12,6,1,16,6,74.9,0,6,12,3300,5,1
1,8,24,157,620,2.2,8.5,1,8,3,5.2,30,3,29,0,143.2,26,9,22999,23,1080,9,4,2,20,2,3,2,15,4,4,20,6,71.9,128,5,3,3100,11,0
0,8,14,175,618,1.8,9.3,2,8,4,5.5,30,2,0,0,154,5,11,24499,31,2160,9,4,1,21,4,3,6,11,8,6,16,6,76.5,0,6,3,3600,8,0
3,7,41,155,180,1.6,7.1,5,5,3,5.2,30,3,75,0,144.8,7,9,24900,16,1080,1,0,7,13,2,2,2,2,4,4,20,3,71,128,6,3,2900,72,1
1,8,3,129,598,1.8,7.3,2,4,3,5.15,30,1,0,0,144.6,7,9,24999,27,2160,1,1,2,16,2,4,4,6,6,2,21,6,69.2,0,9,0,3000,2,0
4,8,14,179,410,1.8,11.1,0,5,3,5.7,30,1,4,0,153.9,5,9,24999,19,2160,10,4,12,21,1,3,6,3,8,4,26,6,76.2,128,6,3,3000,3,1
3,8,9,144,590,2,6.9,5,2.2,3,5.2,30,2,126,0,146,25,3,25500,17,2160,1,1,1,20.7,1,3,4,8,6,4,20,7,72,128,5,3,2930,5,1
1,10,28,142.6,504,2,7.6,5,13,3,5,30,3,69,0,145,21,9,25500,12,216,1,1,2,21.2,1,3,2,8,4,4,23,1,72,200,5,3,2600,14,0
0,10,25,145,250,2,6.6,5,16,3,5.5,30,4,19,0,151.8,7,11,27580,24,1080,9,1,0,13,2,4,6,10,4,3,16,6,74.3,128,6,3,2850,90,1
3,10,11,176,200,2.7,8.5,5,3.7,3,5.7,30,1,226,0,153.5,0,3,29900,20,216,10,3,7,16,1,3,4,2,6,4,24,6,78.6,128,4,3,3220,9,1
0,10,21,168,420,2.3,8.3,5,2,3,5.7,30,0,502,0,151.2,5,3,29990,21,2160,9,3,7,13,1,3,4,2,6,4,15,3,79.2,64,3,9,3200,52,1
4,6,14,155,410,1.8,6.3,2,8,3,5.5,30,3,0,0,148.9,10,9,30947,19,2160,10,5,1,16,1,3,4,9,8,4,28,6,76.1,2048,6,3,3000,8,1
3,8,9,178,440,2,7.3,2,8,3,5.7,30,1,87,0,159.3,11,9,31999,23,2160,8,1,0,12.3,2,3,4,15,4,2,25,6,77.8,0,9,3,3450,5,1
3,7,8,138,354,2.1,6.8,2,5,3,5.1,30,1,349,0,143.4,7,9,33900,17,2160,10,1,7,16,1,3,4,2,6,2,31,3,70.5,0,5,3,2550,4,1
3,8,9,169,500,2,9.2,2,5,3,5.4,30,4,22,0,149.8,23,11,34999,25,2160,10,1,0,21,1,3,4,3,6,1,29,6,78,0,7,3,3760,5,0
3,10,6,113,240,1.84,7.6,2,1.2,3,4,30,1,0,2,123.8,3,6,34999,14,2160,13,1,1,12,2,1,2,1,1,2,13,6,58.6,0,14,13,1624,1,0
4,8,14,136,360,1.8,7.9,1,5,3,5.2,30,1,24,0,147,5,9,35900,14,2160,9,4,2,12.3,4,2,2,9,8,2,19,6,72.6,0,9,11,2700,8,1
3,10,12,129,250,1.4,6.9,2,1.3,3,4.7,60,1,410,2,138.1,16,9,36499,14,1080,7,1,2,8,2,1,2,1,0,2,13,3,67,0,12,6,1810,7,1
3,10,12,129,250,1.4,6.9,2,1.2,3,4.7,60,4,39,2,138.1,16,11,36999,14,1080,9,1,2,8,2,1,2,1,0,1,13,6,67,0,12,13,1810,7,1
3,10,28,168,580,2.2,9.6,2,4,3,5.2,30,3,11,0,151,7,7,37766,20,2160,10,4,10,20,4,3,4,5,10,4,30,6,72,256,5,3,2840,56,0
3,12,16,149,410,2.5,8.9,3,2.1,3,5.5,30,3,0,0,146.3,5,1,38000,19,2160,10,3,1,13,5,3,4,9,7,4,28,6,74.6,32,4,3,3000,15,1
0,8,9,154,340,2,7.3,6,5,2,5.2,30,3,9,0,146,24,7,39890,13,2160,9,4,1,23,4,3,4,8,5,6,20,1,72,256,6,3,2900,5,1
3,2,8,132,362,1.5,7,5,5,4,5.1,30,1,0,0,142.1,9,7,40900,14,2160,10,1,7,16,1,3,4,2,7,4,32,6,70.1,64,5,3,2600,4,1
3,10,12,129,250,1.4,6.9,2,1.2,3,4.7,60,4,39,2,138.1,16,11,48329,14,1080,7,1,2,8,2,1,6,1,0,1,13,6,67,0,12,13,1810,7,1
0,5,3,152,242,2.3,7.9,5,5,3,5.1,30,4,150,0,142.4,7,9,48900,22,2160,10,1,8,12,1,4,4,2,6,6,32,1,69.6,200,9,3,3000,101,1
3,10,6,143,240,1.8,7.1,2,5,3,4.7,30,4,100,2,138.3,16,11,49499,14,2160,7,1,2,12,2,2,2,1,0,1,13,6,67.1,0,14,13,1715,1,1
0,7,43,171,330,2.1,7.6,5,5,3,5.7,30,1,107,0,153.2,7,9,50895,22,2160,8,1,7,16,2,4,4,2,4,2,25,6,76.1,0,6,3,3450,4,1
3,8,9,180,600,2,7.8,6,5,2,5.5,30,3,0,0,154.4,22,7,52699,19,2160,11,4,2,23,4,3,4,8,12,6,33,1,75.8,256,6,3,3430,5,1
3,10,14,192,540,1.8,9.4,2,2,2,5.4,30,1,0,0,147,26,7,54900,15,2160,10,4,0,18,4,3,4,25,3,4,29,6,77.2,256,6,3,3410,8,1
0,5,3,157,400,2.3,7.7,5,5,3,5.5,30,4,144,0,150.9,7,9,56900,27,2160,10,1,8,12,1,4,4,2,6,6,27,1,72.6,200,9,3,3600,101,1
3,10,6,192,384,1.8,7.3,2,5,3,5.5,30,4,81,2,158.2,16,11,59000,24,2160,7,1,2,12,2,2,2,1,0,1,16,6,77.9,0,14,13,2750,1,1
3,10,12,129,250,1.4,6.9,2,1.2,3,4.7,60,4,39,2,138.1,16,11,64500,14,1080,7,1,2,8,2,1,1,1,0,1,13,6,67,0,12,13,1810,7,1
2,8,3,158,400,2.2,7.4,6,8,3,5.5,30,1,0,0,152.7,7,8,27999,40,2160,9,1,6,16,4,6,6,12,6,5,16,6,74.7,0,10,12,3000,2,0
